"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBathrooms","Remod","Age"
"1103","1 story 1946+","RL",70,7000,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1960,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",45,3,3,"CBlock",3,3,1,3,588,1,0,422,"GasA",5,1,"SBrkr",1134,0,0,1134,0,0,1,0,2,1,3,6,7,0,0,"Attchd",2,1,3,3,2,0,16,0,0,0,0,0,"MnWw","None",0,"4","2007","WD","Family",11.8130300574206,1,1,-2000
"1104","1 story 1946+","RL",79,8910,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","BrkFace","BrkFace","None",0,3,3,"CBlock",3,3,2,5,655,1,0,0,"GasA",5,1,"SBrkr",1194,0,0,1194,0,1,1,0,3,1,3,6,7,1,2,"BuiltIn",3,2,3,3,2,0,0,192,0,0,0,0,"None","None",0,"7","2006","WD","Normal",11.979799201207,1.5,0,-1958
"1105","2 story PUD 1946+","RM",24,2016,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","TwnhsE","2Story",5,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",304,3,3,"CBlock",3,3,1,1,0,1,0,630,"GasA",3,1,"SBrkr",630,672,0,1302,0,0,2,1,3,1,3,6,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2007","WD","Normal",11.5711943730942,2.5,0,-1968
"1106","2 story 1946+","RL",98,12256,1,"None",2,"Lvl","Corner",2,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",362,4,3,"PConc",5,3,3,6,1032,1,0,431,"GasA",5,1,"SBrkr",1500,1122,0,2622,1,0,2,1,3,1,4,9,7,2,3,"Attchd",2,2,3,3,2,186,32,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",12.6915804613119,3.5,1,-1990
"1107","1 story 1946+","RL",114,10357,1,"None",2,"Lvl","Corner",2,"SawyerW","Feedr","Norm","1Fam","1Story",7,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","None",0,4,3,"PConc",4,3,2,6,738,1,0,172,"GasA",4,1,"SBrkr",1442,0,0,1442,1,0,2,0,3,1,4,6,7,1,3,"Attchd",3,2,3,3,2,0,244,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",12.1001564199386,3,1,-1989
"1108","2 story 1946+","RL",168,23257,1,"None",0,"HLS","CulDSac",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,1,1,0,1,0,868,"GasA",5,1,"SBrkr",887,1134,0,2021,0,0,2,1,3,1,4,9,7,1,4,"BuiltIn",2,2,3,3,2,0,100,0,0,0,0,0,"None","None",0,"9","2006","New","Partial",12.5235258763151,2.5,0,-2005
"1109","2 story 1946+","RL",66,8063,1,"None",3,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,0,1,0,924,"GasA",5,1,"SBrkr",948,742,0,1690,0,0,2,1,3,1,3,7,7,1,3,"Attchd",2,2,3,3,2,100,48,0,0,0,0,0,"None","None",0,"11","2007","WD","Abnorml",12.106252310248,2.5,0,-1998
"1110","1 story 1946+","RL",107,11362,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","MetalSd","MetalSd","Stone",42,4,3,"PConc",5,3,2,6,1039,1,0,797,"GasA",5,1,"SBrkr",1836,0,0,1836,1,0,2,0,3,1,4,7,7,1,4,"Attchd",3,3,3,3,2,125,185,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",12.5425448821514,3,1,-2001
"1111","2 story 1946+","RL",66,8000,1,"None",3,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,1,6,219,1,0,554,"GasA",4,1,"SBrkr",773,885,0,1658,1,0,2,1,3,1,3,8,7,1,3,"Attchd",3,2,3,3,2,224,84,0,0,0,0,0,"None","None",0,"6","2008","WD","Normal",12.1441972418121,3.5,1,-1993
"1112","2 story 1946+","RL",80,10480,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","2Story",7,6,1976,1976,"Hip","CompShg","Plywood","Plywood","BrkFace",660,3,3,"CBlock",3,3,1,5,403,1,0,400,"GasA",3,1,"SBrkr",1098,866,0,1964,0,0,2,1,4,1,3,8,7,1,4,"Attchd",2,2,3,3,2,0,69,0,0,0,0,0,"None","None",0,"9","2008","WD","Normal",12.2307652581205,2.5,0,-1973
"1113","1 story 1946+","RL",73,7100,1,"None",2,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1957,1957,"Gable","CompShg","WdShing","Wd Shng","None",0,3,3,"CBlock",3,3,1,6,708,1,0,108,"GasA",3,1,"FuseA",816,0,0,816,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",11.7745202026587,2,0,-1956
"1114","1 story 1946+","RL",66,8923,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,4,643,1,0,365,"GasA",4,1,"SBrkr",1008,0,0,1008,1,0,1,0,2,1,4,6,7,0,0,"Attchd",1,1,3,3,2,0,18,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",11.809319478024,2,1,-2004
"1115","1 story 1946+","RL",90,5400,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",5,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,1,3,415,1,0,418,"GasA",5,1,"SBrkr",833,0,0,833,0,0,1,0,2,1,4,4,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"8","2006","WD","Normal",11.6699292137799,1,1,-1999
"1116","1 story 1946+","RL",93,12085,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",328,4,3,"PConc",5,3,1,6,1004,1,0,730,"GasA",5,1,"SBrkr",1734,0,0,1734,1,0,2,0,3,1,5,7,7,1,4,"Attchd",2,3,3,3,2,0,0,0,0,0,0,0,"None","None",0,"11","2007","New","Partial",12.6698066617623,3,0,-2005
"1117","split/multi level","RL",66,7750,1,"None",3,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","SLvl",8,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,353,1,0,55,"GasA",5,1,"SBrkr",779,640,0,1419,1,0,2,1,3,1,4,7,7,1,3,"BuiltIn",3,2,3,3,2,120,0,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",12.1232343672212,3.5,0,-1998
"1118","1 story 1946+","RL",57,9764,1,"None",2,"Lvl","FR2",2,"Sawyer","Feedr","Norm","1Fam","1Story",5,7,1967,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,4,702,1,0,192,"GasA",5,1,"SBrkr",894,0,0,894,1,0,1,0,3,1,4,5,7,0,0,"Attchd",2,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5","2008","WD","Normal",11.7752897294377,2,1,-2000
"1119","split/multi level","RL",85,13825,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","SLvl",5,6,1958,1987,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,1,1,0,1,0,533,"GasA",3,1,"SBrkr",1021,580,0,1601,0,1,1,0,3,1,3,6,5,0,0,"BuiltIn",2,1,3,3,2,280,34,0,0,0,0,0,"None","None",0,"12","2008","WD","Normal",11.8493977015914,1.5,1,-1984
"1120","1 story 1946+","RL",70,7560,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,3,3,"CBlock",3,3,1,2,369,1,0,671,"GasA",3,1,"FuseA",1040,0,0,1040,0,0,1,0,3,1,3,6,7,0,0,"Attchd",2,1,3,3,2,140,0,252,0,0,0,0,"GdWo","None",0,"7","2006","WD","Normal",11.80335376309,1,0,-1958
"1121","1 story 1945-","RM",59,8263,1,"None",3,"Bnk","Inside",1,"IDOTRR","Norm","Norm","1Fam","1Story",6,5,1920,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,1012,"GasA",3,1,"FuseA",1012,0,0,1012,0,0,1,0,2,1,3,6,7,1,4,"Detchd",1,1,3,3,2,0,22,112,0,0,0,0,"MnPrv","None",0,"5","2007","WD","Normal",11.681824001432,1,1,-1948
"1124","1 story 1946+","RL",50,9405,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",5,9,1947,2008,"Hip","CompShg","VinylSd","VinylSd","None",0,3,5,"CBlock",3,3,1,1,0,1,0,698,"GasA",5,1,"SBrkr",698,0,0,698,0,1,1,0,2,1,3,4,7,0,0,"None",0,0,0,0,2,0,200,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",11.6784399034478,1.5,1,-2004
"1125","split/multi level","RL",66,9125,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",170,3,3,"PConc",4,3,1,1,0,1,0,384,"GasA",4,1,"SBrkr",812,670,0,1482,0,0,2,1,3,1,4,7,7,1,3,"Attchd",3,2,3,3,2,100,25,0,0,0,0,0,"None","None",0,"7","2007","WD","Normal",12.0070117647319,2.5,0,-1990
"1126","1 story 1946+","RL",60,10434,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,5,1955,1955,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,1,1,0,1,0,1005,"GasA",3,1,"SBrkr",1005,0,0,1005,0,0,1,0,2,1,2,5,7,1,3,"Detchd",1,2,2,2,2,0,0,0,0,0,0,0,"None","None",0,"11","2009","WD","Normal",11.6526874073454,1,0,-1951
"1127","1 story PUD 1946+","RL",53,3684,1,"None",3,"Lvl","Inside",2,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",130,4,3,"PConc",4,3,1,1,0,1,0,1373,"GasA",5,1,"SBrkr",1555,0,0,1555,0,0,2,0,2,1,4,7,7,1,3,"Attchd",3,3,3,3,2,143,20,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",12.0668105781967,2,0,-2003
"1128","1 story 1946+","RL",182,14572,1,"None",0,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,6,1300,1,0,230,"GasA",5,1,"SBrkr",1530,0,0,1530,1,0,2,0,3,1,4,7,7,1,4,"Attchd",3,3,3,3,2,144,36,0,0,0,0,0,"None","None",0,"11","2007","WD","Family",12.4645833406817,3,0,-2002
"1130","duplex all style/age","RM",60,7200,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","Duplex","SFoyer",5,5,1980,1980,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180,3,3,"CBlock",4,3,4,6,936,1,0,0,"GasA",3,1,"SBrkr",936,0,0,936,1,0,1,0,2,1,3,4,7,0,0,"Detchd",1,2,3,3,2,49,0,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",11.8493977015914,2,0,-1978
"1131","1,5 story fin","RL",65,7804,1,"None",3,"Lvl","Inside",2,"SWISU","Norm","Norm","1Fam","1.5Fin",4,3,1928,1950,"Gable","CompShg","WdShing","Plywood","None",0,3,3,"BrkTil",3,3,1,4,622,1,0,500,"GasA",3,1,"SBrkr",1328,653,0,1981,1,0,2,0,4,1,4,7,5,2,3,"Detchd",1,2,3,3,2,431,44,0,0,0,0,0,"MnPrv","None",0,"12","2009","WD","Normal",11.8130300574206,3,1,-1946
"1133","2 story 1945-","RM",90,9900,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",6,4,1880,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,2,1,0,1,0,1008,"GasW",3,1,"SBrkr",1178,1032,0,2210,0,0,2,0,5,1,2,8,7,0,0,"Detchd",1,1,2,3,0,0,48,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",11.6741936125664,2,1,-1948
"1134","2 story 1946+","RL",80,9828,1,"None",2,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",8,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,584,1,0,544,"GasA",5,1,"SBrkr",1142,878,0,2020,0,0,2,1,3,1,4,8,7,1,3,"Attchd",2,2,3,3,2,0,155,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",12.3863086958331,2.5,0,-1991
"1135","2 story 1946+","RL",57,8773,1,"None",2,"HLS","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,3,1,0,1,0,916,"GasA",4,1,"SBrkr",916,684,0,1600,0,0,2,1,3,1,3,7,7,1,3,"Attchd",3,2,3,3,2,100,38,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",12.0376539939052,2.5,0,-1995
"1136","1 story 1945-","RM",60,6180,1,"None",3,"Lvl","Corner",2,"BrkSide","Norm","Norm","1Fam","1Story",6,5,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,960,"GasA",3,0,"SBrkr",986,0,0,986,0,0,1,0,2,1,3,5,7,1,4,"Detchd",1,1,3,3,2,0,128,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",11.5327280922664,1,1,-1948
"1137","1,5 story fin","RL",80,9600,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1.5Fin",6,5,1950,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,4,280,1,0,752,"GasA",3,1,"FuseA",1032,220,0,1252,0,0,1,0,3,1,3,6,7,0,0,"Attchd",1,1,3,3,2,0,0,96,0,0,0,0,"None","None",0,"4","2008","WD","Abnorml",11.6868787720937,1,0,-1947
"1140","1 story 1945-","RL",98,8731,1,"None",2,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,3,2,"BrkTil",3,3,1,4,645,1,0,270,"GasA",3,1,"SBrkr",1167,0,0,1167,0,0,1,0,3,1,3,6,3,1,4,"Detchd",1,2,3,3,2,0,0,216,0,126,0,0,"None","None",0,"5","2007","WD","Normal",11.8775685785581,1,1,-1948
"1141","1 story 1946+","RL",60,7350,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1951,1951,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,2,5,852,1,0,100,"GasA",3,1,"SBrkr",952,0,0,952,1,0,1,0,2,1,3,4,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2008","COD","Abnorml",11.8422292121128,2,0,-1948
"1142","2 story 1946+","RL",75,10304,1,"None",2,"Lvl","CulDSac",2,"NWAmes","PosN","Norm","1Fam","2Story",5,7,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",44,3,4,"CBlock",3,3,1,5,381,1,0,399,"GasA",5,1,"SBrkr",1088,780,0,1868,1,0,2,1,4,1,4,9,7,1,3,"Attchd",1,2,3,3,2,448,96,0,0,0,0,0,"None","None",0,"10","2009","WD","Normal",12.1934938633233,3.5,0,-1972
"1143","2 story 1946+","RL",77,9965,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",340,4,3,"PConc",5,3,4,6,1150,1,0,316,"GasA",5,1,"SBrkr",1466,1362,0,2828,1,0,3,0,4,1,4,11,7,1,3,"BuiltIn",2,3,3,3,2,125,144,0,0,0,0,0,"None","None",0,"4","2007","New","Partial",12.9595385187621,4,1,-2005
"1144","1 story 1946+","RL",66,9000,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,3,1959,1959,"Gable","CompShg","Wd Sdng","Plywood","None",0,3,3,"CBlock",3,3,1,6,288,1,0,718,"GasA",3,1,"SBrkr",1006,0,0,1006,0,0,1,0,3,1,3,5,7,0,0,"None",0,0,0,0,2,0,24,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",11.289781913656,1,0,-1956
"1145","2 family conversion","RL",60,12180,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","2fmCon","1.5Fin",4,4,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,2,"BrkTil",4,3,1,4,348,1,0,324,"Grav",2,0,"FuseA",672,252,0,924,1,0,1,0,2,1,2,5,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"7","2010","WD","Normal",11.289781913656,2,1,-1945
"1147","1 story 1946+","RL",84,11200,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","1Story",6,5,1985,1985,"Gable","CompShg","Wd Sdng","Wd Shng","BrkFace",85,4,3,"CBlock",4,3,1,6,1258,1,0,40,"GasA",3,1,"SBrkr",1298,0,0,1298,1,0,2,0,3,1,4,5,7,1,3,"Attchd",1,2,3,3,2,165,26,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",12.1007121298723,3,0,-1984
"1148","2 story 1945-","RL",75,12000,1,"None",3,"Bnk","Inside",2,"Crawfor","Norm","Norm","1Fam","2Story",7,7,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,3,275,1,0,429,"GasA",5,1,"SBrkr",860,704,0,1564,0,0,1,1,3,1,2,7,7,1,4,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",12.0696800206246,1.5,1,-1946
"1149","1,5 story fin","RM",55,5700,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",7,7,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,3,1,1,0,1,0,572,"GasA",3,1,"SBrkr",572,539,0,1111,0,0,1,0,2,1,3,5,7,1,4,"Detchd",1,1,3,3,2,0,0,176,0,0,0,0,"None","None",0,"8","2008","WD","Normal",11.6690741474602,1,1,-1947
"1150","2 story 1945-","RM",50,9000,1,"None",3,"Lvl","Inside",2,"OldTown","Artery","Norm","1Fam","2Story",7,9,1920,1988,"Hip","CompShg","VinylSd","VinylSd","None",0,3,4,"PConc",3,3,1,5,624,1,0,26,"GasA",5,1,"SBrkr",832,650,0,1482,0,1,1,0,3,1,3,7,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",11.870599909242,1.5,1,-1984
"1151","1 story 1946+","RL",57,8280,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,5,1950,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,3,3,"CBlock",3,3,1,1,0,1,0,932,"GasA",5,1,"FuseA",932,0,0,932,0,0,1,0,2,1,4,4,7,1,4,"Attchd",1,1,3,3,2,0,0,214,0,0,0,0,"GdPrv","None",0,"11","2007","WD","Normal",11.7280368445872,1,0,-1948
"1152","1 story 1946+","RL",134,17755,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",5,4,1959,1959,"Gable","CompShg","HdBoard","Plywood","BrkFace",132,3,3,"CBlock",3,3,1,4,176,1,0,1290,"GasA",3,1,"SBrkr",1466,0,0,1466,0,0,1,1,3,1,2,6,7,2,4,"Attchd",3,2,3,3,2,0,140,0,0,100,0,0,"None","None",0,"11","2006","WD","Normal",11.9177236840907,1.5,0,-1958
"1154","1 story 1945-","RM",55,5890,1,"None",3,"Lvl","Corner",2,"IDOTRR","Norm","Norm","1Fam","1Story",6,8,1930,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,4,4,"BrkTil",3,3,3,5,538,1,0,278,"GasA",5,1,"SBrkr",816,0,0,816,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1,1,3,3,2,0,0,96,0,0,0,0,"None","None",0,"6","2008","WD","Normal",11.6994050319128,1,1,-2004
"1155","2 story 1946+","RL",84,13700,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","2Story",7,6,1965,1988,"Gable","CompShg","VinylSd","VinylSd","Stone",288,3,3,"CBlock",3,3,4,5,454,1,0,410,"GasA",3,1,"SBrkr",902,918,0,1820,0,0,1,2,4,1,4,8,7,2,4,"Attchd",1,2,3,3,2,60,84,0,0,273,0,0,"GdPrv","None",0,"5","2008","WD","Normal",12.2150323869016,2,1,-1985
"1156","1 story 1946+","RL",90,10768,1,"None",2,"Lvl","Corner",2,"Veenker","Norm","Norm","1Fam","1Story",5,8,1976,2004,"Gable","CompShg","Plywood","Plywood","None",0,4,4,"CBlock",4,3,4,5,1157,1,0,280,"GasA",3,1,"SBrkr",1437,0,0,1437,1,0,2,0,3,1,4,6,7,1,2,"Attchd",2,2,3,3,2,0,21,0,0,180,0,0,"None","None",0,"7","2007","WD","Normal",12.2922503417712,3,1,-2002
"1157","split/multi level","RL",85,9350,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SLvl",5,8,1965,1999,"Gable","CompShg","BrkFace","BrkFace","None",0,3,4,"PConc",3,3,4,5,633,1,0,586,"GasA",4,1,"SBrkr",1265,0,0,1265,0,1,2,0,3,1,4,6,7,1,4,"Attchd",2,2,3,3,2,0,92,0,96,0,0,0,"MnPrv","None",0,"10","2008","WD","Normal",12.1001564199386,2.5,1,-1996
"1159","1 story 1946+","RL",92,11932,1,"None",3,"Lvl","FR2",2,"Somerst","Feedr","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",186,4,3,"PConc",4,3,1,1,0,1,0,1580,"GasA",5,1,"SBrkr",1580,0,0,1580,0,0,2,0,3,1,4,7,7,0,0,"Attchd",2,3,3,3,2,0,24,0,0,0,0,0,"None","None",0,"6","2008","ConLD","Partial",12.3678853256926,2,1,-2005
"1160","2 story 1946+","RL",76,9120,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","2Story",6,6,1974,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",270,4,3,"CBlock",3,3,1,5,442,1,0,459,"GasA",3,1,"SBrkr",943,933,0,1876,0,0,2,1,4,1,4,8,7,1,3,"Attchd",2,2,4,3,2,0,69,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",12.1281111040605,2.5,0,-1971
"1161","2 story PUD 1946+","RL",24,2280,1,"None",3,"Lvl","Inside",2,"NPkVill","Norm","Norm","Twnhs","2Story",6,5,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,3,3,"CBlock",4,3,1,5,311,1,0,544,"GasA",2,1,"SBrkr",855,601,0,1456,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1,2,3,3,2,26,0,0,0,0,0,0,"None","None",0,"7","2010","WD","Normal",11.8913619006905,2.5,0,-1973
"1164","duplex all style/age","RL",60,12900,1,"None",3,"Lvl","Inside",2,"Sawyer","Feedr","Norm","Duplex","SFoyer",4,4,1969,1969,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",4,3,3,6,1198,1,0,0,"GasA",3,1,"SBrkr",1258,0,0,1258,2,0,0,2,0,2,3,6,7,0,0,"CarPort",1,2,2,3,2,120,0,0,0,0,0,0,"None","None",0,"1","2008","WD","Alloca",11.5987269436613,3,0,-1966
"1165","split/multi level","RL",84,16157,1,"None",2,"Lvl","FR2",2,"Veenker","Feedr","Norm","1Fam","SLvl",5,7,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"PConc",4,3,4,5,680,3,391,289,"GasA",5,1,"SBrkr",1432,0,0,1432,1,0,1,1,2,1,4,5,7,1,3,"Attchd",1,2,3,3,2,168,180,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",12.1756134380455,2.5,0,-1976
"1167","1 story 1946+","RL",64,10475,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",72,4,3,"PConc",4,3,3,1,0,1,0,1694,"GasA",5,1,"SBrkr",1694,0,0,1694,0,0,2,0,3,1,4,7,7,0,0,"Attchd",2,3,3,3,2,160,33,0,0,0,0,0,"None","None",0,"2","2010","WD","Normal",12.410441041518,2,0,-2003
"1168","2 story 1946+","RL",58,10852,1,"None",2,"Lvl","Inside",2,"Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,6,786,1,0,173,"GasA",5,1,"SBrkr",959,712,0,1671,1,0,2,1,3,1,3,7,7,1,3,"Attchd",3,2,3,3,2,0,38,0,0,0,0,0,"None","None",0,"2","2006","WD","Normal",12.0610468734799,3.5,0,-1999
"1170","2 story 1946+","RL",118,35760,1,"None",2,"Lvl","CulDSac",2,"NoRidge","Norm","Norm","1Fam","2Story",10,5,1995,1996,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1378,4,4,"PConc",5,3,4,6,1387,1,0,543,"GasA",5,1,"SBrkr",1831,1796,0,3627,1,0,3,1,4,1,4,10,7,1,3,"Attchd",3,3,3,3,2,361,76,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",13.3455069287185,4.5,1,-1995
